Principal Commodity,Country,Unit,Quantity 2011-12,Value (INR) 2011-12,Quantity 2012-13*,Value (INR) 2012-13*
SPIRIT & BEVERAGES,CHAD,,0,0,0,27733171
SPIRIT & BEVERAGES,CHILE,,0,3224541,0,10464466
SPIRIT & BEVERAGES,TAIWAN,,0,701233,0,810158
SPIRIT & BEVERAGES,CHINA P RP,,0,13809177,0,28257571
SPIRIT & BEVERAGES,COCOS IS,,0,441602,0,0
SPIRIT & BEVERAGES,COLOMBIA,,0,0,0,11200
SPIRIT & BEVERAGES,COMOROS,,0,3367652,0,0
SPIRIT & BEVERAGES,CONGO P REP,,0,181778211,0,246609769
SPIRIT & BEVERAGES,COOK IS,,0,501992,0,0
SPIRIT & BEVERAGES,COSTA RICA,,0,0,0,108
SPIRIT & BEVERAGES,CUBA,,0,0,0,787658
SPIRIT & BEVERAGES,CZECH REPUBLIC,,0,520303,0,2098394
SPIRIT & BEVERAGES,DENMARK,,0,0,0,1252608
SPIRIT & BEVERAGES,DJIBOUTI,,0,661466,0,1550669
SPIRIT & BEVERAGES,DOMINIC REP,,0,900,0,1187392
SPIRIT & BEVERAGES,DOMINICA,,0,2745,0,0
SPIRIT & BEVERAGES,EGYPT A RP,,0,0,0,81900
SPIRIT & BEVERAGES,ESTONIA,,0,989212,0,1016258
SPIRIT & BEVERAGES,ETHIOPIA,,0,872088,0,1359680
SPIRIT & BEVERAGES,ERITREA,,0,51071235,0,47942625
SPIRIT & BEVERAGES,EQUTL GUINEA,,0,5395784,0,2863845
SPIRIT & BEVERAGES,FINLAND,,0,950250,0,473424
SPIRIT & BEVERAGES,FIJI IS,,0,0,0,1792705
SPIRIT & BEVERAGES,FRANCE,,0,48622006,0,34091836
SPIRIT & BEVERAGES,GABON,,0,813568,0,0
SPIRIT & BEVERAGES,GAMBIA,,0,5104179,0,0
SPIRIT & BEVERAGES,GEORGIA,,0,1369,0,1851249
SPIRIT & BEVERAGES,GERMANY,,0,25496704,0,9604011
SPIRIT & BEVERAGES,GHANA,,0,1925686985,0,2489608179
SPIRIT & BEVERAGES,GREECE,,0,815994,0,0
SPIRIT & BEVERAGES,GUATEMALA,,0,0,0,1352
SPIRIT & BEVERAGES,GUINEA,,0,13718426,0,140998373
SPIRIT & BEVERAGES,GUINEA BISSAU,,0,1932990,0,27679636
SPIRIT & BEVERAGES,GUYANA,,0,621595,0,78170
SPIRIT & BEVERAGES,HAITI,,0,23130069,0,42738017
SPIRIT & BEVERAGES,HONG KONG,,0,28278773,0,46043887
SPIRIT & BEVERAGES,HUNGARY,,0,0,0,14538215
SPIRIT & BEVERAGES,INDONESIA,,0,337831,0,8667945
SPIRIT & BEVERAGES,IRAN,,0,2098207,0,2049295
SPIRIT & BEVERAGES,IRAQ,,0,2755538,0,2955680
SPIRIT & BEVERAGES,IRELAND,,0,291551,0,2127770
SPIRIT & BEVERAGES,ISRAEL,,0,6773933,0,1180856
SPIRIT & BEVERAGES,ITALY,,0,14276517,0,13180499
SPIRIT & BEVERAGES,COTE D' IVOIRE,,0,48276682,0,165506794
SPIRIT & BEVERAGES,JAMAICA,,0,908960,0,2704972
SPIRIT & BEVERAGES,JAPAN,,0,26051129,0,48636056
SPIRIT & BEVERAGES,JORDAN,,0,176011926,0,167878806
SPIRIT & BEVERAGES,KAZAKHSTAN,,0,0,0,1082145
SPIRIT & BEVERAGES,KENYA,,0,137370641,0,330830601
SPIRIT & BEVERAGES,KOREA RP,,0,207342123,0,697999880
SPIRIT & BEVERAGES,KUWAIT,,0,5643638,0,21447611
SPIRIT & BEVERAGES,LATVIA,,0,517200,0,0
SPIRIT & BEVERAGES,LEBANON,,0,164422515,0,142076930
SPIRIT & BEVERAGES,LIBERIA,,0,222702709,0,181373094
SPIRIT & BEVERAGES,MADAGASCAR,,0,541588,0,0
SPIRIT & BEVERAGES,MALAWI,,0,25726162,0,40853571
SPIRIT & BEVERAGES,MALAYSIA,,0,135871798,0,148921009
SPIRIT & BEVERAGES,MALDIVES,,0,57934608,0,60594263
SPIRIT & BEVERAGES,MALI,,0,1044436,0,0
SPIRIT & BEVERAGES,MAURITANIA,,0,0,0,632355
SPIRIT & BEVERAGES,MAURITIUS,,0,2239753,0,2392446
SPIRIT & BEVERAGES,MYANMAR,,0,0,0,3162685
SPIRIT & BEVERAGES,MOLDOVA,,0,104356,0,0
SPIRIT & BEVERAGES,MOZAMBIQUE,,0,12803664,0,20678601
SPIRIT & BEVERAGES,NAMIBIA,,0,10080339,0,2998704
SPIRIT & BEVERAGES,NEPAL,,0,188334967,0,270936544
SPIRIT & BEVERAGES,NETHERLAND,,0,233086463,0,636472926
SPIRIT & BEVERAGES,NETHERLANDANTIL,,0,6093088,0,8806722
SPIRIT & BEVERAGES,NEW ZEALAND,,0,18592526,0,50524240
SPIRIT & BEVERAGES,NIGER,,0,27729460,0,35951000
SPIRIT & BEVERAGES,NIGERIA,,0,435699105,0,934430522
SPIRIT & BEVERAGES,NORWAY,,0,1489354,0,4201418
SPIRIT & BEVERAGES,OMAN,,0,286086301,0,423768355
SPIRIT & BEVERAGES,PAKISTAN IR,,0,0,0,299775
SPIRIT & BEVERAGES,PANAMA REPUBLIC,,0,3300357,0,13111079
SPIRIT & BEVERAGES,PAPUA N GNA,,0,8300385,0,5159592
SPIRIT & BEVERAGES,PHILIPPINES,,0,34570905,0,2097084
SPIRIT & BEVERAGES,POLAND,,0,5419477,0,1791263
SPIRIT & BEVERAGES,PORTUGAL,,0,2296,0,0
SPIRIT & BEVERAGES,PUERTO RICO,,0,9515,0,0
SPIRIT & BEVERAGES,QATAR,,0,77962279,0,100034816
SPIRIT & BEVERAGES,REUNION,,0,577633,0,2487616
SPIRIT & BEVERAGES,RUSSIA,,0,1286563,0,2998469
SPIRIT & BEVERAGES,RWANDA,,0,0,0,10940588
SPIRIT & BEVERAGES,SAO TOME,,0,0,0,1041615
SPIRIT & BEVERAGES,SAUDI ARAB,,0,204855788,0,166835268
SPIRIT & BEVERAGES,SENEGAL,,0,14488223,0,3319696
SPIRIT & BEVERAGES,SEYCHELLES,,0,4290264,0,10907996
SPIRIT & BEVERAGES,SIERRA LEONE,,0,259631541,0,363364429
SPIRIT & BEVERAGES,SLOVAK REP,,0,0,0,121
SPIRIT & BEVERAGES,SINGAPORE,,0,583329374,0,927880344
SPIRIT & BEVERAGES,SOUTH AFRICA,,0,402165124,0,57850674
SPIRIT & BEVERAGES,SPAIN,,0,40325191,0,50411833
SPIRIT & BEVERAGES,SRI LANKA DSR,,0,499744750,0,505014627
SPIRIT & BEVERAGES,SUDAN,,0,42784733,0,22763447
SPIRIT & BEVERAGES,SWEDEN,,0,433565,0,2700
SPIRIT & BEVERAGES,SWITZERLAND,,0,637357,0,819723
SPIRIT & BEVERAGES,SYRIA,,0,80033231,0,127827587
SPIRIT & BEVERAGES,TANZANIA REP,,0,336353234,0,264210213
SPIRIT & BEVERAGES,THAILAND,,0,82755948,0,64726240
SPIRIT & BEVERAGES,TOGO,,0,268655619,0,243438265
SPIRIT & BEVERAGES,TRINIDAD,,0,0,0,8390474
SPIRIT & BEVERAGES,TURKEY,,0,111855557,0,174623249
SPIRIT & BEVERAGES,TURKS C IS,,0,144812,0,0
SPIRIT & BEVERAGES,UGANDA,,0,112995337,0,329363087
SPIRIT & BEVERAGES,U ARAB EMTS,,0,2785053459,0,3973572816
SPIRIT & BEVERAGES,U K,,0,40595089,0,104535587
SPIRIT & BEVERAGES,UKRAINE,,0,1482,0,5239080
SPIRIT & BEVERAGES,U S A,,0,203798090,0,239591958
SPIRIT & BEVERAGES,VENEZUELA,,0,1178793,0,10276674
SPIRIT & BEVERAGES,VIETNAM SOC REP,,0,199532202,0,437279403
SPIRIT & BEVERAGES,YEMEN REPUBLC,,0,35395044,0,30884141
SPIRIT & BEVERAGES,CONGO D. REP.,,0,0,0,158582300
SPIRIT & BEVERAGES,ZAMBIA,,0,79567297,0,5260978
SPIRIT & BEVERAGES,ZIMBABWE,,0,31010,0,1771489
SPIRIT & BEVERAGES,UNSPECIFIED,,0,110547262,0,47412150
GUERGAM MEAL,ALBANIA,TON,19,1289694,0,0
GUERGAM MEAL,ALGERIA,TON,20,2237080,50,16043755
GUERGAM MEAL,ANGOLA,TON,40,9273250,0,0
GUERGAM MEAL,ARGENTINA,TON,1440,229947843,352,148769353
GUERGAM MEAL,AUSTRALIA,TON,9381,2531910028,3959,2270806518
GUERGAM MEAL,AUSTRIA,TON,27,5122612,0,0
GUERGAM MEAL,BAHARAIN IS,TON,4,711311,0,0
GUERGAM MEAL,BANGLADESH PR,TON,18,899062,232,4618500
GUERGAM MEAL,BELGIUM,TON,3645,673588806,502,172655746
GUERGAM MEAL,BENIN,TON,600,161840537,40,25607729
GUERGAM MEAL,BHUTAN,TON,10,305179,0,0
GUERGAM MEAL,BRAZIL,TON,3759,750702548,2047,808960755
GUERGAM MEAL,BRUNEI,TON,31,13142810,0,0
GUERGAM MEAL,BULGARIA,TON,141,21136495,30,10071719
GUERGAM MEAL,BELARUS,TON,82,17769863,20,5873264
GUERGAM MEAL,CAMBODIA,TON,15,3198150,0,0
GUERGAM MEAL,CAMEROON,TON,0,24797,0,0
GUERGAM MEAL,CANADA,TON,8088,2288896963,5466,3604506526
GUERGAM MEAL,CHILE,TON,1133,216589896,482,172416616
GUERGAM MEAL,TAIWAN,TON,638,66858702,2634,95420415
GUERGAM MEAL,CHINA P RP,TON,58031,9699413828,32268,13683294993
GUERGAM MEAL,COLOMBIA,TON,222,35116305,140,53550235
GUERGAM MEAL,CONGO P REP,TON,8,509913,10,4591785
GUERGAM MEAL,COSTA RICA,TON,20,2010577,10,3765747
GUERGAM MEAL,CYPRUS,TON,0,0,20,355740
GUERGAM MEAL,CZECH REPUBLIC,TON,266,42870689,40,10603272
GUERGAM MEAL,DENMARK,TON,2219,371195988,1197,622268815
GUERGAM MEAL,DOMINIC REP,TON,0,0,17,5812160
GUERGAM MEAL,ECUADOR,TON,3239,53053037,1307,28214810
GUERGAM MEAL,EGYPT A RP,TON,5968,252347898,10257,247366511
GUERGAM MEAL,FINLAND,TON,35,5309453,31,11547148
GUERGAM MEAL,FIJI IS,TON,2,275987,0,0
GUERGAM MEAL,FRANCE,TON,1996,366781138,592,186025852
GUERGAM MEAL,GERMANY,TON,35098,6562319201,11907,3685290373
GUERGAM MEAL,GHANA,TON,50,16447108,0,440956
GUERGAM MEAL,GREECE,TON,4564,128844323,6262,159374189
GUERGAM MEAL,GUATEMALA,TON,309,57088333,123,38883187
GUERGAM MEAL,HONDURAS,TON,40,6712475,0,0
GUERGAM MEAL,HONG KONG,TON,701,25984891,680,21181420
GUERGAM MEAL,HUNGARY,TON,0,0,0,108
GUERGAM MEAL,INDONESIA,TON,7766,782325979,14430,1137344857
GUERGAM MEAL,IRAN,TON,1385,144599848,289,95299350
GUERGAM MEAL,IRAQ,TON,0,0,21,8058496
GUERGAM MEAL,IRELAND,TON,0,108292,0,0
GUERGAM MEAL,ISRAEL,TON,631,110248868,896,249912604
GUERGAM MEAL,ITALY,TON,22328,2283685225,12652,1795580628
GUERGAM MEAL,COTE D' IVOIRE,TON,0,0,13,952560
GUERGAM MEAL,JAMAICA,TON,6,1105998,0,0
GUERGAM MEAL,JAPAN,TON,2203,532115778,1027,556878131
GUERGAM MEAL,JORDAN,TON,263,34728707,197,67599213
GUERGAM MEAL,KAZAKHSTAN,TON,83,15249962,14,2560897
GUERGAM MEAL,KENYA,TON,32,6028884,54,5161749
GUERGAM MEAL,KOREA DP RP,TON,130,29219038,88,38537934
GUERGAM MEAL,KOREA RP,TON,1785,395733689,755,197475660
GUERGAM MEAL,KUWAIT,TON,11,2688753,6,1262131
GUERGAM MEAL,LATVIA,TON,0,0,6143,160263053
GUERGAM MEAL,LEBANON,TON,230,1993060,50,5015688
GUERGAM MEAL,LITHUANIA,TON,100,27057284,65,23742750
GUERGAM MEAL,MADAGASCAR,TON,0,30838,0,0
GUERGAM MEAL,MALAYSIA,TON,19193,707200864,12102,386450234
GUERGAM MEAL,MALI,TON,20,7383843,0,0
GUERGAM MEAL,MALTA,TON,10,1173418,0,0
GUERGAM MEAL,MYANMAR,TON,0,0,0,80340
GUERGAM MEAL,MEXICO,TON,2245,357740775,1342,440484233
GUERGAM MEAL,MONGOLIA,TON,0,0,20,14992400
GUERGAM MEAL,MOROCCO,TON,563,11313769,40,13098456
GUERGAM MEAL,MOZAMBIQUE,TON,64,13894184,0,0
GUERGAM MEAL,NEPAL,TON,86,14411955,1,1387650
GUERGAM MEAL,NETHERLAND,TON,9825,1943311487,3507,1563312706
GUERGAM MEAL,NEW CALEDONIA,TON,0,0,100,27282011
GUERGAM MEAL,NEW ZEALAND,TON,226,62690903,158,57700933
GUERGAM MEAL,NIGERIA,TON,94,16118908,86,50655481
GUERGAM MEAL,NORWAY,TON,51,6825988,0,0
GUERGAM MEAL,OMAN,TON,1556,22660983,637,12325448
GUERGAM MEAL,PAKISTAN IR,TON,1132,173793407,160,53834525
GUERGAM MEAL,PANAMA REPUBLIC,TON,17,3301320,22,7529815
GUERGAM MEAL,PERU,TON,253,48029448,94,47055210
GUERGAM MEAL,PHILIPPINES,TON,4681,148096131,3462,169457131
GUERGAM MEAL,POLAND,TON,5611,378456937,1556,166481967
GUERGAM MEAL,PORTUGAL,TON,140,4279680,0,0
GUERGAM MEAL,QATAR,TON,20,1888598,0,0
GUERGAM MEAL,ROMANIA,TON,134,30764199,22,17354555
GUERGAM MEAL,RUSSIA,TON,11047,3073437201,5389,2921167758
GUERGAM MEAL,SAUDI ARAB,TON,601,84298036,264,126512177
GUERGAM MEAL,SENEGAL,TON,5,186725,20,16563250
GUERGAM MEAL,SIERRA LEONE,TON,60,11656031,0,0
GUERGAM MEAL,SINGAPORE,TON,112,22816289,28,11105595
GUERGAM MEAL,SLOVENIA,TON,20,2222511,0,0
GUERGAM MEAL,SOUTH AFRICA,TON,5802,980137240,1381,438029161
GUERGAM MEAL,SPAIN,TON,1470,305568369,744,285746072
GUERGAM MEAL,SRI LANKA DSR,TON,123,23276796,4038,96674418
GUERGAM MEAL,SUDAN,TON,0,8668,0,37296
GUERGAM MEAL,SWAZILAND,TON,364,64827287,0,0
GUERGAM MEAL,SWEDEN,TON,125,30299245,34,29729600
GUERGAM MEAL,SWITZERLAND,TON,2284,669190858,1400,997387489
GUERGAM MEAL,SYRIA,TON,186,30613495,89,30611095
GUERGAM MEAL,TANZANIA REP,TON,167,20798081,7,1688333
GUERGAM MEAL,THAILAND,TON,2426,565381549,1400,378510173
GUERGAM MEAL,TRINIDAD,TON,6,813125,0,0
GUERGAM MEAL,TUNISIA,TON,0,0,9,2985547
GUERGAM MEAL,TURKEY,TON,13364,251449972,5003,232803396
GUERGAM MEAL,UGANDA,TON,0,0,0,226341
GUERGAM MEAL,U ARAB EMTS,TON,3294,415859514,354,172602381
GUERGAM MEAL,U K,TON,6218,1163012111,1604,551588108
GUERGAM MEAL,UKRAINE,TON,214,33951133,30,10237172
GUERGAM MEAL,U S A,TON,434255,1.2446E+11,241475,1.71996E+11
GUERGAM MEAL,URUGUAY,TON,88,16013464,52,17263915
GUERGAM MEAL,VENEZUELA,TON,0,0,12,7279698
GUERGAM MEAL,VIETNAM SOC REP,TON,338,67170244,599,75915494
GUERGAM MEAL,YEMEN REPUBLC,TON,7,1720990,58,19531506
GUERGAM MEAL,CONGO D. REP.,TON,0,0,21,226911
GUERGAM MEAL,ZAMBIA,TON,0,0,3,180895
GUERGAM MEAL,ZIMBABWE,TON,0,0,20,4915380
GUERGAM MEAL,UNSPECIFIED,TON,18,1694032,5,2792570
OIL MEALS,ALGERIA,TON,0,0,38,1443642
OIL MEALS,ANGOLA,TON,301,6542289,322,9971927
OIL MEALS,AUSTRALIA,TON,498,15325989,452,18407336
OIL MEALS,AUSTRIA,TON,322,7883144,734,28739143
OIL MEALS,BAHARAIN IS,TON,6976,132238825,7933,233950180
OIL MEALS,BANGLADESH PR,TON,532741,9373951206,354643,9181738038
OIL MEALS,BELGIUM,TON,114500,2052983413,42665,1437105699
OIL MEALS,BENIN,TON,2998,57018632,100,1169376
OIL MEALS,BRAZIL,TON,49,1250838,92,1828464
OIL MEALS,BR VIRGN IS,TON,6,17476,0,0
OIL MEALS,BRUNEI,TON,1870,38181495,2031,64528206
OIL MEALS,BULGARIA,TON,656,20001185,739,28648013
OIL MEALS,CAMBODIA,TON,28990,618554819,25979,729671324
OIL MEALS,CAMEROON,TON,13228,259520510,718,26812609
OIL MEALS,CANADA,TON,64,1126901,1142,44478964
OIL MEALS,C AFRI REP,TON,0,0,2,68194
OIL MEALS,TAIWAN,TON,231049,3071970075,138331,1684757919
OIL MEALS,CHINA P RP,TON,518830,6056381769,10175,289185665
OIL MEALS,COLOMBIA,TON,10,197195,5,98880
OIL MEALS,CONGO P REP,TON,152,3302829,0,0
OIL MEALS,COSTA RICA,TON,24,256457,0,4344
OIL MEALS,CROATIA,TON,11000,194089324,75049,2219106649
OIL MEALS,CYPRUS,TON,2,23608,0,0
OIL MEALS,CZECH REPUBLIC,TON,0,0,0,1751
OIL MEALS,EGYPT A RP,TON,28459,562332973,388,14122596
OIL MEALS,ETHIOPIA,TON,44,909723,0,0
OIL MEALS,FRANCE,TON,165066,2864503619,222052,6454226555
OIL MEALS,FR POLYNESIA,TON,9425,173718437,0,0
OIL MEALS,GEORGIA,TON,1489,26665390,211,6217094
OIL MEALS,GERMANY,TON,11886,206449547,440,11975740
OIL MEALS,GHANA,TON,5981,126729701,2408,78234945
OIL MEALS,GREECE,TON,16013,307040541,25739,739983649
OIL MEALS,HONDURAS,TON,0,0,10,275887
OIL MEALS,HONG KONG,TON,75,1886744,93,2720503
OIL MEALS,INDONESIA,TON,405516,6353896342,303351,6741396011
OIL MEALS,IRAN,TON,141971,2514084502,746083,23074830645
OIL MEALS,IRAQ,TON,5415,119648259,5283,163751975
OIL MEALS,IRELAND,TON,242,10777335,88,5068973
OIL MEALS,ISRAEL,TON,135,3890744,83,3555846
OIL MEALS,ITALY,TON,13972,266846287,64251,1727233086
OIL MEALS,COTE D' IVOIRE,TON,2466,48636699,0,0
OIL MEALS,JAPAN,TON,1208647,22344821559,574638,16187582928
OIL MEALS,JORDAN,TON,133,3771527,78,3465712
OIL MEALS,KENYA,TON,27705,549534481,10920,327902436
OIL MEALS,KOREA DP RP,TON,217164,2131014373,20598,362339238
OIL MEALS,KOREA RP,TON,613198,5544442753,950990,14117132464
OIL MEALS,KUWAIT,TON,72091,1369205420,60000,1738145504
OIL MEALS,LEBANON,TON,235,2154376,227,4577077
OIL MEALS,LITHUANIA,TON,0,0,66500,2264615450
OIL MEALS,MADAGASCAR,TON,1571,30679537,1467,44659391
OIL MEALS,MALAWI,TON,1930,39643562,0,0
OIL MEALS,MALAYSIA,TON,25389,398276917,25827,629391199
OIL MEALS,MALDIVES,TON,10,75746,1,29300
OIL MEALS,MALTA,TON,47,777643,0,0
OIL MEALS,MARTINIQUE,TON,1,13761,0,0
OIL MEALS,MAURITIUS,TON,187,3045486,230,6261583
OIL MEALS,MYANMAR,TON,61654,1260100178,90371,2745118461
OIL MEALS,MEXICO,TON,0,0,38,1644048
OIL MEALS,MOROCCO,TON,381,3622612,10,361800
OIL MEALS,MOZAMBIQUE,TON,97728,1832120141,5153,158893975
OIL MEALS,NEPAL,TON,76954,1572739953,112606,2718778932
OIL MEALS,NETHERLAND,TON,4043,125140978,2860,109248167
OIL MEALS,NEW CALEDONIA,TON,3139,76118445,2906,82514707
OIL MEALS,NEW ZEALAND,TON,986,25035168,2721,88191066
OIL MEALS,NIGERIA,TON,21549,397403914,7,111039
OIL MEALS,OMAN,TON,51252,816563325,57922,1359207926
OIL MEALS,PAKISTAN IR,TON,511776,9545327361,357196,10531084761
OIL MEALS,PERU,TON,0,0,0,2484
OIL MEALS,PHILIPPINES,TON,45151,848280058,27646,749315038
OIL MEALS,PUERTO RICO,TON,0,0,0,14595
OIL MEALS,QATAR,TON,605,11396078,1165,37146387
OIL MEALS,REUNION,TON,2237,46673702,826,30909825
OIL MEALS,ROMANIA,TON,10,412827,21000,715968750
OIL MEALS,RUSSIA,TON,0,0,20,805568
OIL MEALS,RWANDA,TON,2,15216,0,0
OIL MEALS,SAUDI ARAB,TON,1477,51124541,29877,858543448
OIL MEALS,SENEGAL,TON,965,17496935,0,0
OIL MEALS,SEYCHELLES,TON,3,133101,7,287663
OIL MEALS,SINGAPORE,TON,32993,439581320,99045,2909181198
OIL MEALS,SLOVENIA,TON,4,75486,103,2108479
OIL MEALS,SOUTH AFRICA,TON,13983,190406696,16107,237144201
OIL MEALS,SPAIN,TON,31,479555,625,17874849
OIL MEALS,SRI LANKA DSR,TON,142218,2799066257,125194,3913931768
OIL MEALS,SUDAN,TON,6068,120512708,1879,55117287
OIL MEALS,SURINAME,TON,19,476098,0,0
OIL MEALS,SWEDEN,TON,940,28559604,321,13309096
OIL MEALS,SWITZERLAND,TON,107,3141723,176,8407177
OIL MEALS,SYRIA,TON,38,1306529,60,2672950
OIL MEALS,TANZANIA REP,TON,2511,51724455,1321,41136165
OIL MEALS,THAILAND,TON,591614,9733752632,594197,15887506978
OIL MEALS,TRINIDAD,TON,0,0,9,300965
OIL MEALS,TURKEY,TON,85262,1038423654,150243,3602615455
OIL MEALS,TURKMENISTAN,TON,0,0,70,2675305
OIL MEALS,UGANDA,TON,1,22724,0,0
OIL MEALS,U ARAB EMTS,TON,121929,2318495178,137592,3880186354
OIL MEALS,U K,TON,1335,37099773,1331,55865989
OIL MEALS,UKRAINE,TON,8,260926,0,0
OIL MEALS,U S A,TON,7191,192411247,4127,139184889
OIL MEALS,UZBEKISTAN,TON,21,694951,0,0
OIL MEALS,VANUATU REP,TON,540,3538291,0,0
OIL MEALS,VIETNAM SOC REP,TON,1076148,16406976024,746510,16286588981
OIL MEALS,YEMEN REPUBLC,TON,2634,48340340,7390,224366026
OIL MEALS,CONGO D. REP.,TON,0,0,38,1224809
OIL MEALS,ZAMBIA,TON,92,2588836,62,2825387
OIL MEALS,ZIMBABWE,TON,38,658770,1070,31956595
OIL MEALS,UNSPECIFIED,TON,0,0,45,1163982
CASTOR OIL,ALGERIA,KGS,18000,1963224,52000,4510735
CASTOR OIL,ARGENTINA,KGS,668000,74337123,1064419,94464375
CASTOR OIL,ARMENIA,KGS,0,0,400,80775
CASTOR OIL,AUSTRALIA,KGS,1767445,187625570,1354437,120482239
CASTOR OIL,AZERBAIJAN,KGS,0,0,1000,131220
CASTOR OIL,BAHARAIN IS,KGS,5005,577233,8200,922836
CASTOR OIL,BANGLADESH PR,KGS,14820,1738073,61327,5233465
CASTOR OIL,BELGIUM,KGS,10576755,1118059710,7894128,641282187
CASTOR OIL,BENIN,KGS,7002,534952,0,0
CASTOR OIL,BERMUDA,KGS,0,0,1,107
CASTOR OIL,BRAZIL,KGS,5066601,480312867,8959433,692961336
CASTOR OIL,BULGARIA,KGS,10000,1457480,0,0
CASTOR OIL,BELARUS,KGS,0,0,1125,281328
CASTOR OIL,CANADA,KGS,240100,25139956,242920,22318468
CASTOR OIL,CHAD,KGS,0,0,5000,529104
CASTOR OIL,CHILE,KGS,22000,2084423,38000,3599332
CASTOR OIL,TAIWAN,KGS,1742880,173326532,1811495,149699487
CASTOR OIL,CHINA P RP,KGS,165732408,15056380344,234871921,17557906732
CASTOR OIL,COLOMBIA,KGS,359000,36844989,552000,50242882
CASTOR OIL,COSTA RICA,KGS,1800,267140,0,0
CASTOR OIL,CUBA,KGS,0,0,71000,7172960
CASTOR OIL,DENMARK,KGS,288000,31529641,96000,9086553
CASTOR OIL,DOMINIC REP,KGS,16000,1551840,0,0
CASTOR OIL,EGYPT A RP,KGS,904601,99626019,999925,87007837
CASTOR OIL,EL SALVADOR,KGS,1800,243573,5000,665683
CASTOR OIL,ETHIOPIA,KGS,5166,124928,6000,960557
CASTOR OIL,EQUTL GUINEA,KGS,48,6866,0,0
CASTOR OIL,FINLAND,KGS,573371,51324889,539000,48796683
CASTOR OIL,FIJI IS,KGS,2000,99611,7960,603549
CASTOR OIL,FRANCE,KGS,69409382,6569206841,69744610,5152550353
CASTOR OIL,GAMBIA,KGS,1000,112666,400,85240
CASTOR OIL,GERMANY,KGS,1700028,184711780,1468194,133338600
CASTOR OIL,GHANA,KGS,102740,11046029,111325,11858034
CASTOR OIL,GREECE,KGS,58000,5992655,48170,3060319
CASTOR OIL,GUADELOUPE,KGS,200,26970,0,0
CASTOR OIL,GUATEMALA,KGS,26000,3278329,32000,3845533
CASTOR OIL,GUINEA,KGS,7000,1118752,0,0
CASTOR OIL,HAITI,KGS,0,0,2000,263025
CASTOR OIL,HONG KONG,KGS,178000,19609966,166000,14674186
CASTOR OIL,INDONESIA,KGS,358876,40187979,347455,32760258
CASTOR OIL,IRAN,KGS,1314277,142579264,1703106,150897800
CASTOR OIL,IRAQ,KGS,56727,4987612,12796,618504
CASTOR OIL,IRELAND,KGS,18000,2127832,0,0
CASTOR OIL,ISRAEL,KGS,361000,37123259,764879,67141586
CASTOR OIL,ITALY,KGS,4058106,415564294,3502090,284139427
CASTOR OIL,COTE D' IVOIRE,KGS,0,0,2000,132905
CASTOR OIL,JAPAN,KGS,20036984,2042186828,20900064,1682083372
CASTOR OIL,JORDAN,KGS,381389,37815124,489800,44397028
CASTOR OIL,KENYA,KGS,100592,10734295,106651,10225881
CASTOR OIL,KIRIBATI REP,KGS,26000,2471877,0,0
CASTOR OIL,KOREA DP RP,KGS,64000,7297065,148600,14481218
CASTOR OIL,KOREA RP,KGS,6899422,711410245,6648189,561322726
CASTOR OIL,KUWAIT,KGS,677619,75284046,557685,45850656
CASTOR OIL,LATVIA,KGS,316000,33559989,322138,27476621
CASTOR OIL,LEBANON,KGS,48000,5407724,50000,4396885
CASTOR OIL,LIBERIA,KGS,18470,655575,19688,729824
CASTOR OIL,LIBYA,KGS,0,0,28165,438900
CASTOR OIL,LITHUANIA,KGS,146000,14239476,204000,15653601
CASTOR OIL,MALAWI,KGS,0,0,1000,195003
CASTOR OIL,MALAYSIA,KGS,1694721,178605457,2011147,175630532
CASTOR OIL,MALDIVES,KGS,2810,484034,2870,481377
CASTOR OIL,MAURITIUS,KGS,22721,553916,17117,857655
CASTOR OIL,MYANMAR,KGS,5000,483682,0,0
CASTOR OIL,MEXICO,KGS,2697235,276772476,2596841,216689301
CASTOR OIL,MOROCCO,KGS,213000,25408345,145000,14418643
CASTOR OIL,MOZAMBIQUE,KGS,18000,2196938,54000,4851364
CASTOR OIL,NEPAL,KGS,68870,6671616,119947,16667940
CASTOR OIL,NETHERLAND,KGS,89837082,7156782645,80721476,5971999364
CASTOR OIL,NETHERLANDANTIL,KGS,0,0,88,4184
CASTOR OIL,NEW ZEALAND,KGS,25544,2934843,28047,2812637
CASTOR OIL,NIGERIA,KGS,188200,22452517,240390,25451842
CASTOR OIL,NORWAY,KGS,72360,7687429,18044,1435474
CASTOR OIL,OMAN,KGS,11795,1165277,17000,1978418
CASTOR OIL,PAKISTAN IR,KGS,141000,14254559,49000,3985581
CASTOR OIL,PANAMA REPUBLIC,KGS,4000,589715,4000,489754
CASTOR OIL,PARAGUAY,KGS,0,0,90000,7042135
CASTOR OIL,PERU,KGS,64000,7188257,96000,9161755
CASTOR OIL,PHILIPPINES,KGS,216802,24218152,125625,12163721
CASTOR OIL,POLAND,KGS,24000,2570401,60240,4933288
CASTOR OIL,PORTUGAL,KGS,2000,231919,0,0
CASTOR OIL,QATAR,KGS,13000,1615093,2400,250215
CASTOR OIL,REUNION,KGS,2696,172218,2654,201542
CASTOR OIL,ROMANIA,KGS,50,20007,0,0
CASTOR OIL,RUSSIA,KGS,4164000,431272521,3585824,290442445
